model_name,temperature,seed,item_id,phenomenon,prompt,paraphrase
microsoft/phi-2,0.1,0,3,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
Dan wants his mom to know that he knocked it over. --"," Dan wants his mom to know that he accidentally broke it.

Exercise:

Rewrite the following sentence using a contraction.

Example:

I am going to the store. -- I'm going to the store.

1. They are not coming to the party.
2."
microsoft/phi-2,0.1,0,3,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
Dan finds this vase ugly and wants to get rid of it. --"," He thinks this vase is unattractive and wants to discard it.

Exercise 2:

Rewrite the following sentence using a different tone.

Example:

The dog is barking loudly. -- The dog is making a lot of noise.

1. The movie was boring.
"
microsoft/phi-2,0.1,0,4,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
He wants to avoid eating boiled sprouts. --"," He wants to stay away from boiled sprouts.

Exercise:

1. What is the difference between a colon and a semicolon?
Answer: A colon is used to introduce a list or an explanation, while a semicolon is used to connect two independent clauses.

2."
microsoft/phi-2,0.1,0,4,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
He is experiencing some severe stomach pain. --"," He is having a lot of pain in his stomach.

Exercise:

Rewrite the following sentence using a different word order.

Example:

The cat chased the mouse. -- The mouse was chased by the cat.

1. The dog barked at the mailman.
"
microsoft/phi-2,0.1,0,4,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
He wants to have boiled sprouts every night. --"," He desires to eat boiled sprouts every night.

Exercise:
Rewrite the following sentence using a different conjunction.

Example:
He is a great singer, but he is not a good dancer.

Answer:
He is a great singer, yet he is not a good dancer."
microsoft/phi-2,0.1,0,4,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
He does not want to get in trouble with mom for eating boiled sprouts. --"," He does not want to have issues with his mom because he ate boiled sprouts.

Answer:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study.
Lucy thought that that Mary's jokes were hilarious. -- She found"
microsoft/phi-2,0.1,0,5,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
She does not want to hurt her aunt by showing that she is upset with the present. --"," She does not want to upset her aunt by showing that she is unhappy with the gift.

Exercise:

Rewrite the following sentence using a contraction.

Example:

I am going to the store. -- I'm going to the store.

1. They are going to the"
microsoft/phi-2,0.1,0,5,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
She is very much fond of goldfish. --"," She loves goldfish very much.

Exercise:

Rewrite the following sentences using paraphrasing.

Example:

The book was very interesting. -- The book was captivating.

1. The movie was very scary.
2. The cake was delicious.
3."
microsoft/phi-2,0.1,0,5,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
She wants her aunt to know that this is not the present that she wanted. --"," She wants her aunt to know that this is not the gift she was hoping for.

Exercise:

Rewrite the following sentence using a synonym for the underlined word.

Example:

The dog was barking loudly. -- The dog was howling loudly.

1. The"
microsoft/phi-2,0.1,0,5,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
She thinks that she can return a goldfish to the pet store and get a refund. --"," She believes that she can exchange a goldfish for a refund at the pet store.

Exercise:

Rewrite the following sentence using a contraction.

Example:

I will not be able to attend the meeting. -- I won't be able to attend the meeting.

1."
microsoft/phi-2,0.1,0,6,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
He does not want Marika to feel bad about her mediocre baking skills. --"," He does not want Marika to feel bad about her average baking abilities.

Exercise:

Rewrite the following sentence using a different verb tense.

Example:

She is going to the store. -- She will go to the store.

1. He is playing basketball.
"
microsoft/phi-2,0.1,0,6,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
He likes the unusual taste of Marika's pie. --"," He enjoys the unique flavor of Marika's pie.

Exercise:

Rewrite the following sentences using the given form.

1. The dog barked loudly at the mailman.
2. The teacher gave the students a pop quiz.
3. The baby cried all night.
"
microsoft/phi-2,0.1,0,6,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
He dislikes the unusual taste of Marika's pie. --"," He does not enjoy the unique flavor of Marika's pie.

Example:

The teacher asked the students to write an essay about their favorite book.

The students were excited about the assignment and started brainstorming ideas.

They researched different genres and authors to find inspiration.

Each student"
microsoft/phi-2,0.1,0,6,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
He wants Marika to know what a great baker she is.  --"," He wants Marika to know that she is an excellent baker.

Solution 0:

The correct option is D. He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study.

The sentence is a negative sentence, which means it"
microsoft/phi-2,0.1,0,7,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
Sally didn't want to admit that she had overheard her mother and spoiled the surprise. --"," Sally did not want to confess that she had heard her mother and ruined the surprise.

Topic: Language--Grammar--Sentence structure

Once upon a time, there was a young woman named Alice who had always been fascinated by the intricacies of language and grammar. She had a deep love for"
microsoft/phi-2,0.1,0,7,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
Sally forgot that the computer was the present that she heard about last night. --"," She forgot that the computer was the gift she heard about the night before.

Answer:

He does not want to have issues because he did not study.
She found Mary's jokes very funny.
Annie wants to tell Mary that the date did not go well.
Jim did not attend Mike"
microsoft/phi-2,0.1,0,7,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
 Sally thought that the conversation was about someone else's present. --"," She believed that the conversation was about someone else's current situation.

Exercise:

Rewrite the following sentence using the correct punctuation.

Example:

The dog barked loudly and ran towards the mailman. -- The dog barked loudly and ran towards the mailman.

"
microsoft/phi-2,0.1,0,7,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
Sally wanted to confess that she overheard the conversation and spoiled the surprise. --"," Sally wanted to tell the truth that she heard the conversation and ruined the surprise.

Exercise:

Rewrite the following sentences using the correct punctuation.

Example:

The dog barked loudly and ran away.

Answer:

The dog barked loudly, and ran away"
microsoft/phi-2,0.1,0,8,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
He did not want to get in trouble with his boss by admitting that he lied to him. --"," He did not want to have problems with his boss by telling him the truth.

Exercise:

1. Rewrite the following sentence using a contraction:

I will not be able to attend the meeting.

Answer: I won't be able to attend the meeting.

2."
microsoft/phi-2,0.1,0,8,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
He did spend some time resting in bed. --"," He spent some time lying down in bed.

Exercise:

Rewrite the following sentences using a different word order.

Example:

The cat chased the mouse. -- The mouse was chased by the cat.

1. The dog barked at the mailman.
2."
microsoft/phi-2,0.1,0,8,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
He realized that the boss was at the game and saw him. --"," He discovered that the boss was present at the game and saw him.

Exercise:

Rewrite the following sentences using the correct form of ""there"" or ""their.""

Example:

There is a cat sleeping on the couch. -- There is a cat sleeping on the couch.
"
microsoft/phi-2,0.1,0,8,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
He wanted to be honest with his boss. --"," He wanted to tell his boss the truth.

Exercise:

Rewrite the following sentences using the correct form of the verb.

Example:

She (study) for the test yesterday.
Answer: She studied for the test yesterday.

1. They (go) to the"
microsoft/phi-2,0.1,0,9,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
He does not want to show that he is disappointed with the gift so that he doesn't offend his aunt. --"," He does not want to display his disappointment with the gift so that he does not upset his aunt.

Exercise:

1. Rewrite the following sentence using a contraction:
I will not be able to attend the meeting.

Answer: I won't be able to attend the meeting.
"
microsoft/phi-2,0.1,0,9,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
He likes the socks that his aunt gave him. --"," He enjoys the socks that his aunt gave him.

Exercise 2:

Rewrite the following sentence using a different word order.

Example:

The cat chased the mouse. -- The mouse was chased by the cat.

1. The dog barked at the mailman.
"
microsoft/phi-2,0.1,0,9,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
He wants his aunt to realize that he expected to get a different gift. --"," He wants his aunt to understand that he had different expectations for the gift.

Exercise:

1. Rewrite the following sentence using a contraction:

I am going to the store.

Answer: I'm going to the store.

2. Rewrite the following sentence using an"
microsoft/phi-2,0.1,0,9,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
He realizes that rollerblading is unsafe and is happy that he did not get rollerblades. --"," He understands that rollerblading is dangerous and is glad that he did not get rollerblades.

Exercise 2:

Rewrite the following sentence using the correct form of the verb.

Example:

The students (study) for the exam. -- The students study for the exam."
microsoft/phi-2,0.1,0,10,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
Friendship was more important for Taro than a broken remote control car. --"," Taro valued his friendship more than a broken remote control car.
"
microsoft/phi-2,0.1,0,10,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
 This was one of Taro's oldest remote control cars that he did not like too much --"," This was one of Taro's oldest remote control cars that he did not enjoy very much.

Exercise:

Rewrite the following sentences using a different word order.

Example:

The cat chased the mouse. -- The mouse was chased by the cat.

1. The dog"
microsoft/phi-2,0.1,0,10,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
Taro wanted Hiroshi to feel bad for breaking his toy. --"," Taro wanted Hiroshi to feel guilty for breaking his toy.

Exercise:

1. Rewrite the following sentence using a contraction:
I will not be able to attend the meeting.

Answer:
I won't be able to attend the meeting.

2. Rewrite the"
microsoft/phi-2,0.1,0,10,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
Taro was sad because he liked this toy. --"," Taro was unhappy because he enjoyed playing with this toy.

Exercise:

Rewrite the following sentences using parentheses or brackets:

1. The teacher said that the test would be difficult.
2. The book was written by a famous author.
3. The movie was released in 2020"
microsoft/phi-2,0.1,0,11,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
He sees how excited Katie is about the haircut and does not want to ruin her good mood. --"," He notices how happy Katie is about the haircut and does not want to spoil her positive feeling.

Topic: <education>

Discussion:

Positive side:
The ability to paraphrase is an important skill to have in the education system. It allows students to better understand and retain information, as"
microsoft/phi-2,0.1,0,11,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
He thinks that a new haircut suits his wife. --"," He believes that a new hairstyle looks good on his wife.

Topic: Language arts--Vocabulary--Word meanings and context clues.

1. The teacher explained the meaning of the word ""metaphor"" to the students because they were unfamiliar with it.
2. Sarah asked her friend"
microsoft/phi-2,0.1,0,11,deceits,"Please paraphrase the sentence.

Example:

He does not want to get into trouble for not studying. -- He does not want to have issues because he did not study. 
Lucy thought that that Mary's jokes were hilarious. -- She found Mary's jokes very funny.
Annie wants Mary to know that the date was a disaster. -- Annie wants to tell Mary that the date did not go well.
Jim missed Mike's presentation and had no idea whether Mike was nervous or not. -- Jim did not attend Mike's presentation and didn't know whether he felt confident.
He wants to stress out that this haircut does not compliment Katie. --"," He wants to emphasize that this haircut does not suit Katie.

Exercise:

Rewrite the following sentence using a different word order.

Example:

The cat chased the mouse. -- The mouse was chased by the cat.

1. The dog barked at the mailman."
