model_name,temperature,phenomenon,decoding_scheme,question,seed,item_id,prompt,response,response_option,target,incorrect_straightforward,associative_nonsequitur,funny_nonsequitur,neutral_nonsequitur
gpt-3.5-turbo-instruct,0.9,humour,greedy,,0,16,"You will read a joke that is missing its punch line. A punch line is a funny line that finishes the joke. Your task is to decide which punch line will make the joke funny.

Two attorneys went into a diner and ordered drinks. Then they produced sandwiches from their briefcases and started to eat. The owner became quite concerned and told them, ""You can't eat your own sandwiches in here!"" The attorneys looked at each other and


Your answer:
","one of them replied, ""Don't worry, we'll just sue ourselves for trespassing.""",associative_nonsequitur,shrugged their shoulders and exchanged sandwiches.,"said, ""We are sorry; we didn't know your rules.""","said, ""We like sandwiches with a lot of mayonnaise.""",threw their drinks in the owner's face.,asked the owner where the restroom was.
gpt-3.5-turbo-instruct,0.9,humour,greedy,,0,17,"You will read a joke that is missing its punch line. A punch line is a funny line that finishes the joke. Your task is to decide which punch line will make the joke funny.

A young man hired by a supermarket reported to his first day of work. The manager greeted him with a warm handshake and a smile, gave him a broom and said, ""Your first job will be to sweep out the store."" ""But I'm a college graduate,"" the young man replied indignantly. ""Oh, I'm sorry. I didn't know that,"" said the manager.


Your answer:
"," ""In that case, you can start by sweeping out the cash register.""",target,"""Here, give me the broom, I'll show you how,"" said the manager.
","""I'll give you something else to do then,"" said the manager.","""I wish I knew how to cook pasta,"" said the young man.",Then the young man chased the manager around with the broom.,"""I got A and A+ in all my courses,"" said the young man."
gpt-3.5-turbo-instruct,0.9,humour,greedy,,0,18,"You will read a joke that is missing its punch line. A punch line is a funny line that finishes the joke. Your task is to decide which punch line will make the joke funny.

Two dog owners are arguing about which dog is smarter. One says: ""My dog is so smart that every morning, he waits for the paperboy to come around and then he takes the newspaper and brings it to me. ""I know..."" replies the other,


Your answer:
","""My dog is so smart that every afternoon, he puts on glasses and reads the paper himself!""",target,"""My dog told me.""","""I have seen that.""","""I am having fun.""","""My dog has pooped all over my shoes.""","""We should be having dinner now.”"
gpt-3.5-turbo-instruct,0.9,humour,greedy,,0,19,"You will read a joke that is missing its punch line. A punch line is a funny line that finishes the joke. Your task is to decide which punch line will make the joke funny.

A man walks into a supermarket and buys: 1 bar of soap, 1 apple, 1 roll of toilet tissue, a single serving of cereal, and 1 pint of milk. The girl at the check out looks at him and says, ""Single, aren't you?"" The man replies very sarcastically, ""How did you guess?"" She says,


Your answer:"," ""Because you only bought one apple, when you could have had a whole bunch!""",incorrect_straightforward,"""Because you're really ugly.""","""I'm very perceptive.""","""Cash or credit card?""","""Look,"" she said as she poured flour over the man's head.","""I don't smoke."""
gpt-3.5-turbo-instruct,0.9,humour,greedy,,0,20,"You will read a joke that is missing its punch line. A punch line is a funny line that finishes the joke. Your task is to decide which punch line will make the joke funny.

A neighborhood kid was looking to earn money. He knocked on the door of one house and asked the owner if he had any jobs for him to do. ""Well, you can paint my porch,"" he said, and handed the boy a can of red paint and a brush. The boy was eager to work, and the man went inside. 2 hours later, the boy knocked on the door again and said ""I'm done painting, but I've got to tell you,


Your answer:","""The porch looks great, but I accidentally painted your cat red too!""",funny_nonsequitur,"""That's not a Porsche, it's a Ferrari.""","""This is the most difficult job I have done this summer.""","""It has been a pleasure to ride in your car.""","""You gave me too much paint,"" he said, then poured it on the man's feet.","""I love sports."""
gpt-3.5-turbo-instruct,0.9,humour,greedy,,0,21,"You will read a joke that is missing its punch line. A punch line is a funny line that finishes the joke. Your task is to decide which punch line will make the joke funny.

An 8 year-old girl went to her dad and asked him, ""Daddy, what is sex?"" The father is a little surprised by the question, and gives her a detailed explanation. The girl looks at him with her mouth hanging open, and the father asks, ""Why did you ask this question?"" The girl replies,


Your answer:","
""Because I want to know if I can get an allowance raise for doing it.""",funny_nonsequitur,"""Mom told me to tell you that dinner would be ready in just a couple of secs.""","""I'm old enough to learn those things.""","""Ms. Smith just had her baby.""","""Let's play,"" pulls out a water gun and soaks her father.","""Those are beautiful roses."""
gpt-3.5-turbo-instruct,0.9,humour,greedy,,0,22,"You will read a joke that is missing its punch line. A punch line is a funny line that finishes the joke. Your task is to decide which punch line will make the joke funny.

Mr. Miller and Mr. Wilson were at the auto show and began to talk about their children. Touching a shiny new car on the fender, Mr. Miller said, ""Your son drives like lightning, doesn't he?"" and Mr. Wilson answered:


Your answer:
","""Yes, he's always been a real speed demon!""",incorrect_straightforward,"""Yes, he's always striking trees.""","""Yes, I'm afraid to lend him our car.""","""Yes, I'm considering buying this car.""","""Yes"" and then cracks a raw egg on Mr. Miller's head.","""Yes, I hope my boss gives me a raise soon."""
gpt-3.5-turbo-instruct,0.9,humour,greedy,,0,23,"You will read a joke that is missing its punch line. A punch line is a funny line that finishes the joke. Your task is to decide which punch line will make the joke funny.

A guy is in a bar trying to begin a relationship with a girl. After they have talked for a while, he asks her for her phone number. ""It's in the phone book,"" she says. ""Fine,"" he answers, ""What's your last name?""


Your answer:
","""Looks like I'll have to get a phone book then.""",incorrect_straightforward,"""That is in the phone book too,"" she answers.","""Johnson.""","""This is my favorite bar,"" she replies.",The guy slipped on a banana peel and split his pants.,"""What do you think of the recent elections?"" she answers."
gpt-3.5-turbo-instruct,0.9,humour,greedy,,0,24,"You will read a joke that is missing its punch line. A punch line is a funny line that finishes the joke. Your task is to decide which punch line will make the joke funny.

As a man was driving down the freeway, his cell phone rang. Answering, he heard his wife's voice urgently warning him, ""Herman, I just heard on the news that there's a car going the wrong way on 28. Please be careful!"" ""Geez,"" said Herman,


Your answer:","""I know, there's like hundreds of cars going the wrong way!""",target,"""It's not just one car. It's hundreds of them!""","""How can anybody do something like that!""","""I'm running out of gas.""","""Who left this raw egg on my seat!""","""I'm getting hungry."""
gpt-3.5-turbo-instruct,0.9,humour,greedy,,0,25,"You will read a joke that is missing its punch line. A punch line is a funny line that finishes the joke. Your task is to decide which punch line will make the joke funny.

A guy walks into a bar and demands to know ""Who's the strongest in here?"" The toughest guy looks at him and says ""I am the strongest around here!"" The other guy politely asks,


Your answer:
"," ""Can you help me open this jar of pickles?"" ",target,"""Can you help me push my car to the gas station?""","""How do you know you are the strongest here?”","""Where do you lift weights?""","""Who put that chewing gum on your hair?""","""Are the birds about to leave the region?”"
