model_name,temperature,phenomenon,decoding_scheme,question,seed,item_id,prompt,response,response_option,target,competitor,distractor_associate,distractor_nonsequitur
gpt-3.5-turbo-instruct,0.9,irony,greedy,,0,11,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

John is a teacher at an elementary school. When talking with the principal about a new student, who did poorly on her entrance examination, John said, ""This one is really sharp."" What did John want to convey?


Your answer:
",John is trying to convey that the new student is intelligent and has a lot of potential despite not doing well on the entrance exam.,competitor,The student is not very clever.,The student is smart.,The entrance exam is unfair.,The pencils need to be sharpened.
gpt-3.5-turbo-instruct,0.9,irony,greedy,,0,12,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Melissa's friend convinces her to accompany her to a nightclub that her friend says is ""super hot"". When they arrive, it is so cold inside that they can see their breath. Melissa turns to her friend and says, ""The heat is really on in here."" What did Melissa want to convey?


Your answer:
","
Melissa is using sarcasm to convey that the nightclub is not actually ""super hot"" as her friend had claimed, but rather very cold due to the air conditioning being on high. She is expressing her disappointment with the situation.",target,It is too cold.,It is too hot.,It is too bright.,It is too loud.
gpt-3.5-turbo-instruct,0.9,irony,greedy,,0,13,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Your friend is working on his novel and is not making any progress. When you ask him how it is going he says, ""It couldn't be any better.""  What does your friend want to convey?


Your answer:
","
Based on the context, it seems that the friend wants to convey the opposite of what he actually says. Instead of saying ""it couldn't be any better,"" which implies that things are going well, the friend may be feeling discouraged and frustrated with",target,He is unhappy with his work.,He is happy with his work.,He needs to polish his style.,He needs to buy a new car.
gpt-3.5-turbo-instruct,0.9,irony,greedy,,0,14,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Tom, who is who is a gourmet chef, was offered a job at a new restaurant. Tom's potential employer offered him really low pay and no benefits. When you ask Tom what he thinks of the offer he says, ""Well, their generosity knows no bounds."" What does Tom want to convey?


Your answer:
",Tom is being sarcastic and he is actually trying to imply that the offer he received is not generous at all. He is most likely disappointed and feels undervalued by the low pay and lack of benefits being offered.,target,He is disappointed with the job offer.,He is excited about the job offer.,He is glad to be employed.,He is tired of jogging every morning.
gpt-3.5-turbo-instruct,0.9,irony,greedy,,0,15,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Megan and Kristine were looking after the neighbor's children one afternoon. The kids were energetic, enthusiastic, and well behaved. On the way home, Kristine said, ""Those kids were not fun at all."" What does Kristine want to convey?


Your answer:
","
Kristine is most likely trying to convey that the children were difficult to handle and did not bring joy or entertainment to their time together. Despite the children being well-behaved, Kristine did not find them enjoyable to look after.",competitor,Babysitting was an enjoyable experience.,Babysitting was an unpleasant experience.,Babysitting does not pay well.,Rock music should be prohibited.
gpt-3.5-turbo-instruct,0.9,irony,greedy,,0,16,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Laura and Lynn were having coffee at a local caf&eacute;. They were talking about a boring date that Laura had had the night before. They had watched old reruns of cartoons all evening. Lynn said, ""That sounds so exciting.""  What did Lynn want to convey?


Your answer:
","Lynn likely wanted to convey sarcasm or a lack of interest in Laura's date. By saying ""That sounds so exciting,"" Lynn could be implying that the date was actually quite boring and uneventful.",target,Laura had a dull experience.,Laura had a thrilling experience.,Laura needs a babysitter.,Laura got food poisoning.
gpt-3.5-turbo-instruct,0.9,irony,greedy,,0,17,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

While Tom and a new acquaintance from work, Sara, were chatting at a party, they noticed a colleague across the room. She was standing alone holding a drink and a CD. Tom points at the girl and comments:  ""The life of the party, right there."" What did Tom want to convey?


Your answer:
","
Tom wanted to convey that the colleague standing alone with a drink and a CD was not the typical ""life of the party"" and may be feeling out of place or lonely. He was possibly making a joking observation about her being the opposite of the",target,Their colleague is quite unsociable.,Their colleague is very sociable.,Their colleague has good taste in music.,Their colleague has good taste in fashion.
gpt-3.5-turbo-instruct,0.9,irony,greedy,,0,18,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Jane and her best friend, Arthur, were selling chocolates door to door to raise money for a charity event. Jane and Arthur approached a house and tried to sell their candy to a mean couple. As they walked away, Jane comments: ""People in this community are so nice!""  What did Jane want to convey?


Your answer:
","
Jane seemed to be using sarcasm when she said ""People in this community are so nice!"" to her friend Arthur. She was probably trying to convey that the couple they just encountered was not very nice or friendly, despite living in what is perceived",target,It is an unfriendly community.,It is an amicable community.,It is a community of chocolate lovers.,It is a community of animal lovers.
gpt-3.5-turbo-instruct,0.9,irony,greedy,,0,19,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Penny, Juanita, and Jill have tickets to a basketball game. At halftime, Juanita offers to go get some drinks. Forty minutes later, she finally returns, and Jill remarks, ""That was quick."" What did Jill want to convey?


Your answer:
",Jill is being sarcastic and wants to convey that Juanita took an extremely long time to get the drinks.,target,Juanita is always so slow., Juanita is always so fast.,Juanita has the view of the game.,Juanita has the best cat.
gpt-3.5-turbo-instruct,0.9,irony,greedy,,0,20,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mark gave his former colleague Krista tickets to a lecture where he was a guest speaker. Within the first 20 minutes of the lecture, the audience started to leave. The next day Krista talked to Mary about the lecture. Krista said: "" Oh, Mark held the audience's attention so well."" What did Krista want to convey?


Your answer:","
Krista wanted to convey that Mark's lecture was so engaging and interesting that the audience stayed until the end and did not leave early.",competitor,Mark's speaking skills leave much to be desired.,Mark is a great speaker.,Mark's speech was on captivating topic.,Mark's speech was about ants.
gpt-3.5-turbo-instruct,0.9,irony,greedy,,0,21,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Tracy was in a dance recital and invited her roommate Steve to watch. Tracy tripped many times during her performance. The next day Steve was talking to Dawn about the recital. Steve said: ""Some people have such natural grace!"" What did Steve want to convey?


Your answer:
","
Steve was likely trying to convey that Tracy did not have natural grace during her dance recital, as she had tripped multiple times. He may have been subtly criticizing her performance while also complimenting those who do have natural grace.",target,Tracy is not a good dancer.,Tracy is a great dancer.,Tracy's dancing outfit is impressive.,Tracy's math skills are impressive.
gpt-3.5-turbo-instruct,0.9,irony,greedy,,0,22,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

John finished the race way ahead of the other competitors. His friend laughed and said to him, ""You are so slow!"" What did his friend want to convey?


Your answer:
","
It seems that John's friend was being sarcastic and teasing him for being slow, even though John actually finished the race ahead of everyone else. His friend may have been trying to playfully mock John or make a joke about John's speed.",target,John is an outstanding runner.,John is not a good runner.,John needs new running shoes.,John needs new computer.
gpt-3.5-turbo-instruct,0.9,irony,greedy,,0,23,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

The Jones' had hired a new gardener. After a week the lawn was looking particularly unkempt. John remarked to his wife, ""He does such a good job!"" What did John want to convey?


Your answer:
",John wants to convey that he is not satisfied with the gardener's work and that the lawn is not up to his standards.,target,He is unhappy with the new gardener.,He is happy with the new gardener.,He likes daisies.,He likes thrillers.
gpt-3.5-turbo-instruct,0.9,irony,greedy,,0,24,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

It was the night before her exam and Tilly had read none of the course texts. Her brother said, ""I see your revision is going well.""  What did he want to convey?


Your answer:
","
By saying ""I see your revision is going well,"" Tilly's brother is likely trying to convey sarcasm or teasing. By not having read any of the course texts, Tilly is clearly not prepared for her exam and her brother is making",target,Tilly is unready for the exam.,Tilly is ready for the exam.,Tilly cannot find the textbook.,Tilly cannot find the sneakers.
gpt-3.5-turbo-instruct,0.9,irony,greedy,,0,25,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Barb and Tony went to a high school reunion. Barb was running late and came underdressed. Tony commented, ""Classy outfit."" What did Tony want to convey?


Your answer:
",Tony may be sarcastically pointing out that Barb's outfit is not appropriate for the high school reunion. He could also be expressing disappointment or disapproval in her outfit.,target,He thought that her dress was not appropriate for the occasion.,He liked her choice of dress.,He thought that Barb forgot her purse in the hall.,He thought that Barb forgot to call the cab.
