model_name,temperature,phenomenon,decoding_scheme,question,seed,item_id,prompt,response,response_option,target,competitor,distractor_lexical_overlap,distractor_associative
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,0,11,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Richard is driving his wife home from church. On the way home they want to stop at a new gourmet grocery store at 2401 Main Street. It is in a part of town that they are not familiar with. Richard points at a building and asks his wife: ""Can you see that house number?"" What might he be trying to convey?


Your answer:",Richard is trying to convey that he wants his wife to confirm the house number so they can find the new gourmet grocery store at 2401 Main Street. He may be feeling unsure or lost in the unfamiliar part of town and wants to make sure they,target,He wants her to tell him the house number.,He wants to know how good her vision is.,He wants her to see an eye doctor.,He wants her to see a dentist.
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,0,12,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

It has been a hot day. Juan's wife is leaving the house and says to him, ""Can you water the lawn?'' What might he be trying to convey?


Your answer:
",Juan's wife is asking him to water the lawn because it has been a hot day and the lawn is likely dry and in need of water. She is also likely conveying that she is leaving the house and won't be able to water the lawn herself,target,She wants to know whether he has time and a desire to water the lawn.,She wants to know whether he is allowed to water the lawn.,She wants to know whether he will water the plants in the office.,She wants to know whether he won the golf tournament.
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,0,13,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

A house painter is carrying a heavy tray of paints. A small ladder is blocking the sidewalk and the painter cannot get around it. He calls out to his brother: ""Can you move the ladder?""  What might he be trying to convey?


Your answer:
",The painter is trying to convey that he needs help moving the ladder so he can continue on his way. He is unable to navigate around the ladder while carrying the heavy tray of paints and needs assistance in order to continue with his task.,target,He wants him to move the ladder.,He wants to know whether his brother is strong enough to move the ladder.,He wants him to bring brushes from the truck.,He wants him to bring tires from the truck.
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,0,14,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Brad is interested in basketball and wants to join his school's basketball team. One day he comes to the basketball court and asks the players there: ""Do you think I can play basketball with you?"" What might he be trying to convey?


Your answer:
",Brad is trying to convey his interest and desire to play basketball with the other players. He is seeking their approval and acceptance to join their team. He may also be trying to gauge their opinion on his skills and whether they think he is good enough to,target,He wants to join their game.,He wants to know their opinion.,He wants to get a new uniform.,He wants to get good grades on his math test.
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,0,15,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Jane is watching TV while her mom is cooking dinner in the kitchen. The doorbell rings. Jane's mother says: ""Someone is at the door"". What might she be trying to convey?


Your answer:
",Jane's mother is trying to convey that someone is at the door and she needs Jane to answer it.,target,She wants Jane to open the door.,She suspects that someone is standing at their door.,She wants Jane to help her with cooking.,She wants Jane to help her with painting the house.
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,0,16,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Adam and Bill are working together on a project. Adam decides to take a break, and opens a window. A cold breeze blows in. Bill says, ""I am getting cold."" What might he be trying to convey?


Your answer:
",Bill is trying to convey that he is feeling cold because of the open window and would like Adam to close it or adjust the temperature in the room.,target,He wants Adam to close the window.,He wants to describe his physical state to Adam.,He wants Adam to get back to the project.,He wants Adam to invite Julie to the movies.
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,0,17,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mark invited Josh to his house to watch a football game. Josh brings a six-pack of beer with him. Josh picks up one bottle, examines it and then says to Mark: ""Hmm, this isn't a twist off."" What might he be trying to convey?


Your answer:
","
Josh is trying to convey that he brought the wrong type of beer, as the bottles require a bottle opener instead of being twist-off caps. He may also be implying that he did not come prepared with a bottle opener.",distractor_lexical_overlap,He wants Mark to get a bottle opener.,He is upset that they will not be able to drink beer.,He wants Mark to bring some wine.,He wants Mark to bring some pancakes.
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,0,18,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Natalie returns home to find that her partner, Alex, created a big mess on the table. Natalie says: ""Alex, my parents are going to be here any minute"" What might she be trying to convey?


Your answer:
","
Natalie is trying to convey that she is worried about the mess on the table because her parents are coming over soon. She may be concerned about her parents' reaction to the mess and wants Alex to clean it up before they arrive. She",target,She wants Alex to clean the mess.,She wants Alex to know when her parents will arrive.,She wants Alex to prepare some dinner.,She wants Alex to apply for a job.
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,0,19,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Nate is about to leave the house. His wife points at a full bag of garbage and asks: ""Are you going out?"" What might she be trying to convey?


Your answer:
","
Nate's wife is most likely trying to convey that she wants him to take out the garbage before he leaves the house. She may be reminding him of a household chore that needs to be done before he goes out.",target,She wants Nate to take the garbage out.,She wants to know Nate's plans.,She wants Nate to spend more time with the family.,She wants Nate to bring his friends over.
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,0,20,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Sam is sunning himself on the porch. Peter comes out of the house and forgets to close the screen door. Sam says, ""Peter, there are many flies and mosquitoes outside."" What might he be trying to convey?


Your answer:
","
Sam is trying to convey that the open screen door is allowing flies and mosquitoes to enter the house, and he would like Peter to close it to prevent them from coming inside.",target,He wants Peter to close the screen door.,He wants Peter to know that he might get bitten.,He wants Peter to bring him some sunscreen.,He wants Peter to bring him some flowers.
